product,product_label,geo_level,region,province,location,year,value_metric_tons,data_status
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Norte,Ilocos Norte,2025,6172.35,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Norte,Ilocos Norte,2026,6277.81,estimated_gap
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2010,5376.93,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2011,5134.81,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2012,4956.09,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2013,5032.59,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2014,4841.04,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2015,4610.59,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2016,4716.06,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2017,4861.91,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2018,4871.66,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2019,4792.96,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2020,5023.53,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2021,5354.11,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2022,6258.99,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2023,6207.17,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2024,6242.82,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2025,6215.11,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),Ilocos Sur,Ilocos Sur,2026,5873.06,estimated_gap
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2010,2173.01,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2011,2248.08,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2012,2328.92,official_psa
coconut_w_husk,Coconut (w/ husk),province,REGION I (ILOCOS REGION),La Union,La Union,2013,2379.19,official_psa
